ordem_analise,data_entrada,expediente_numero,codigo_assunto,descricao_assunto,data_atualizacao,processo_texto,expediente_texto,cnpj_numero,razao_social,assunto_numero,assunto_texto,situacao,dias_analise,ordem_analise_anterior,data_entrada_anterior,data_atualizacao_anterior,diff_ordem,diff_ordem2
210,2024-11-28T14:47:15Z,1630451240,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.426751/2024-89,1630451/24-0,01122234000174,IMPORT SERVICE MAT MED HOSP LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,48,284,2024-11-28T14:47:15Z,2025-01-06T12:07:30Z,74,Aguardando análise
211,2024-11-28T15:19:08Z,1630697249,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.588894/2020-50,1630697/24-9,32929819000124,ALCON BRASIL CUIDADOS COM A SAUDE LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,48,285,2024-11-28T15:19:08Z,2025-01-06T12:07:30Z,74,Aguardando análise
212,2024-11-28T16:29:32Z,1630909246,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.188665/2024-62,1630909/24-6,23146163000182,BIOBLASTI INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO DE BIOMATERIAIS E PRODUTOS BIOTECNOLOGICOS LTDA - EPP,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,48,286,2024-11-28T16:29:32Z,2025-01-06T12:07:30Z,74,Aguardando análise
213,2024-11-28T16:48:59Z,1630986241,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.400988/2024-30,1630986/24-1,23146163000182,BIOBLASTI INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO DE BIOMATERIAIS E PRODUTOS BIOTECNOLOGICOS LTDA - EPP,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,48,287,2024-11-28T16:48:59Z,2025-01-06T12:07:30Z,74,Aguardando análise
214,2024-11-28T16:59:10Z,1631125249,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.523352/2012-01,1631125/24-9,56216781000100,PRODUTOS ORTOPÉDICOS CHANTAL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,48,288,2024-11-28T16:59:10Z,2025-01-06T12:07:30Z,74,Aguardando análise
215,2024-11-28T17:15:06Z,1631293249,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.790920/2011-83,1631293/24-9,54516661000101,JOHNSON  & JOHNSON DO BRASIL INDÚSTRIA E COMÉRCIO DE PRODUTOS PARA SAÚDE LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,48,289,2024-11-28T17:15:06Z,2025-01-06T12:07:30Z,74,Aguardando análise
216,2024-11-28T17:42:32Z,1631532243,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.099543/2024-01,1631532/24-3,03580620000135,MEDSTAR IMPORTAÇÃO E EXPORTAÇÃO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,48,290,2024-11-28T17:42:32Z,2025-01-06T12:07:30Z,74,Aguardando análise
217,2024-11-28T17:49:16Z,1631648241,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.435598/2024-81,1631648/24-1,04214934000187,SUPERMAX BRASIL IMPORTADORA S/A,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,48,291,2024-11-28T17:49:16Z,2025-01-06T12:07:30Z,74,Aguardando análise
218,2024-11-28T18:00:41Z,1631779249,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.877965/2020-96,1631779/24-9,32929819000124,ALCON BRASIL CUIDADOS COM A SAUDE LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,48,292,2024-11-28T18:00:41Z,2025-01-06T12:07:30Z,74,Aguardando análise
219,2024-11-28T18:15:16Z,1631920243,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.197679/2012-63,1631920/24-3,02625651000100,"SANFARMA INDÚSTRIA, COMÉRCIO, IMPORTAÇÃO E EXPORTAÇÃO LTDA",80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,48,293,2024-11-28T18:15:16Z,2025-01-06T12:07:30Z,74,Aguardando análise
220,2024-11-28T18:31:52Z,1632025248,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.812615/2023-27,1632025/24-8,50636862000183,MEDICAL BR COMERCIO E DISTRIBUICAO DE PRODUTOS MEDICO-HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,48,294,2024-11-28T18:31:52Z,2025-01-06T12:07:30Z,74,Aguardando análise
221,2024-11-28T18:41:44Z,1632083248,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.030347/00-29,1632083/24-8,33425331000122,VIGODENT INDUSTRIA E COMERCIO LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,48,295,2024-11-28T18:41:44Z,2025-01-06T12:07:30Z,74,Aguardando análise
222,2024-11-28T19:05:19Z,1632338246,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.424318/2024-17,1632338/24-6,33425331000122,VIGODENT INDUSTRIA E COMERCIO LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,48,296,2024-11-28T19:05:19Z,2025-01-06T12:07:30Z,74,Aguardando análise
223,2024-11-28T19:15:18Z,1632396246,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.453539/2015-55,1632396/24-6,00097446000186,Bio Engenharia e Indústria de Implantes Ortopédicos Ltda,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,48,297,2024-11-28T19:15:18Z,2025-01-06T12:07:30Z,74,Aguardando análise
224,2024-11-28T19:31:07Z,1632588242,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.999292/2016-84,1632588/24-2,04998723000182,COOPERVISION DO BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,48,298,2024-11-28T19:31:07Z,2025-01-06T12:07:30Z,74,Aguardando análise
225,2024-11-28T19:41:42Z,1632694247,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.209525/2016-73,1632694/24-7,59231530000193,KOLPLAST CI LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,48,299,2024-11-28T19:41:42Z,2025-01-06T12:07:30Z,74,Aguardando análise
226,2024-11-29T12:49:26Z,1635395241,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.561618/2022-14,1635395/24-1,09117476000181,MANDALA BRASIL IMPORTACAO E DISTRIBUICAO DE PRODUTO MEDICO HOSPITALAR LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,47,300,2024-11-29T12:49:26Z,2025-01-06T12:07:30Z,74,Aguardando análise
227,2024-11-29T13:18:46Z,1636918247,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.561617/2022-61,1636918/24-7,09117476000181,MANDALA BRASIL IMPORTACAO E DISTRIBUICAO DE PRODUTO MEDICO HOSPITALAR LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,47,301,2024-11-29T13:18:46Z,2025-01-06T12:07:30Z,74,Aguardando análise
228,2024-11-29T13:50:57Z,1637178247,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.493047/2017-11,1637178/24-7,05785287000126,ENDO-MASTER COMÉRCIO DE EQUIPAMENTOS OPTICOS E CIENTÍFICOS LTDA - EPP,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,47,302,2024-11-29T13:50:57Z,2025-01-06T12:07:30Z,74,Aguardando análise
229,2024-11-29T13:58:46Z,1637226241,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.071117/2023-13,1637226/24-1,49324221000104,FRESENIUS KABI BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,47,303,2024-11-29T13:58:46Z,2025-01-06T12:07:30Z,74,Aguardando análise
230,2024-11-29T14:22:38Z,1637550243,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.578682/2014-66,1637550/24-3,00541397000129,"SUPPORT IMPORTACAO, EXPORTACAO E DISTRIBUICAO LTDA",80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,47,304,2024-11-29T14:22:38Z,2025-01-06T12:07:30Z,74,Aguardando análise
231,2024-11-29T15:30:30Z,1638120242,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.298329/2023-46,1638120/24-2,01645409000128,AUTO SUTURE DO BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,47,305,2024-11-29T15:30:30Z,2025-01-06T12:07:30Z,74,Aguardando análise
232,2024-11-29T16:30:34Z,1638280240,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.407630/2024-38,1638280/24-0,08832121000101,ORTOSPINE COMERCIO IMPORTACAO E EXPORTACAO DE MATERIAL HOSPITALAR LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,47,306,2024-11-29T16:30:34Z,2025-01-06T12:07:30Z,74,Aguardando análise
233,2024-11-29T16:30:59Z,1638281246,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.027279/2011-44,1638281/24-6,02966317000102,STRYKER DO BRASIL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,47,307,2024-11-29T16:30:59Z,2025-01-06T12:07:30Z,74,Aguardando análise
234,2024-11-29T16:59:58Z,1638405247,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.454264/2012-54,1638405/24-7,05823205000190,MAQUIRA INDÚSTRIA DE PRODUTOS ODONTOLÓGICOS S.A.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,47,308,2024-11-29T16:59:58Z,2025-01-06T12:07:30Z,74,Aguardando análise
235,2024-11-29T18:12:48Z,1638881243,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.418888/2017-18,1638881/24-3,00028682000140,PROMEDON DO BRASIL PRODUTOS MEDICO HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,47,309,2024-11-29T18:12:48Z,2025-01-06T12:07:30Z,74,Aguardando análise
236,2024-11-29T18:30:35Z,1638998248,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.517666/2017-08,1638998/24-8,00028682000140,PROMEDON DO BRASIL PRODUTOS MEDICO HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,47,310,2024-11-29T18:30:35Z,2025-01-06T12:07:30Z,74,Aguardando análise
237,2024-11-29T18:40:49Z,1639108246,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.517667/2017-44,1639108/24-6,00028682000140,PROMEDON DO BRASIL PRODUTOS MEDICO HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,47,311,2024-11-29T18:40:49Z,2025-01-06T12:07:30Z,74,Aguardando análise
238,2024-11-29T19:32:23Z,1639562249,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.285856/2024-71,1639562/24-9,21310535000139,Total Life comercio de produtos Medico-Hospitalar LTDA-EPP,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,47,312,2024-11-29T19:32:23Z,2025-01-06T12:07:30Z,74,Aguardando análise
239,2024-11-29T20:12:03Z,1639866248,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.536869/2017-95,1639866/24-8,02913684000148,ZIMMER BIOMET BRASIL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,47,313,2024-11-29T20:12:03Z,2025-01-06T12:07:30Z,74,Aguardando análise
240,2024-11-29T20:27:40Z,1639924248,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.705900/2019-14,1639924/24-8,02913684000148,ZIMMER BIOMET BRASIL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,47,314,2024-11-29T20:27:40Z,2025-01-06T12:07:30Z,74,Aguardando análise
241,2024-11-29T20:44:39Z,1640069241,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.536050/2017-28,1640069/24-1,02913684000148,ZIMMER BIOMET BRASIL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,47,315,2024-11-29T20:44:39Z,2025-01-06T12:07:30Z,74,Aguardando análise
242,2024-11-29T23:02:49Z,1640564241,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.801688/2016-64,1640564/24-1,13656820000188,Smith & Nephew Comércio de Produtos Médicos Ltda.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,47,316,2024-11-29T23:02:49Z,2025-01-06T12:07:30Z,74,Aguardando análise
243,2024-11-30T10:57:44Z,1640931244,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.364322/2023-20,1640931/24-4,45985371000108,3M DO BRASIL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,47,317,2024-11-30T10:57:44Z,2025-01-06T12:07:30Z,74,Aguardando análise
244,2024-12-02T13:33:03Z,1643842242,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.560243/2012-65,1643842/24-2,02298254000163,RIOPASA -  DISTRIBUIDORA DE MEDICAMENTOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,44,318,2024-12-02T13:33:03Z,2025-01-06T12:07:30Z,74,Aguardando análise
245,2024-12-02T13:37:59Z,1643899244,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.398307/2011-53,1643899/24-4,02551718000100,EMFILS - INDUSTRIA E COMERCIO DE PRODUTOS ODONTOLOGICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,44,319,2024-12-02T13:37:59Z,2025-01-06T12:07:30Z,74,Aguardando análise
246,2024-12-02T14:43:50Z,1644390248,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.271694/2022-22,1644390/24-8,33100082000103,E TAMUSSINO E CIA LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,44,320,2024-12-02T14:43:50Z,2025-01-06T12:07:30Z,74,Aguardando análise
247,2024-12-02T15:43:49Z,1644664241,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.154024/2009-12,1644664/24-1,02993016000178,HEMOCAT COMERCIO E IMPORTACAO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,44,321,2024-12-02T15:43:49Z,2025-01-06T12:07:30Z,74,Aguardando análise
248,2024-12-02T15:48:07Z,1644672243,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.154070/2009-99,1644672/24-3,02993016000178,HEMOCAT COMERCIO E IMPORTACAO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,44,322,2024-12-02T15:48:07Z,2025-01-06T12:07:30Z,74,Aguardando análise
249,2024-12-02T17:02:06Z,1644964244,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.251632/2008-46,1644964/24-4,05823205000190,MAQUIRA INDÚSTRIA DE PRODUTOS ODONTOLÓGICOS S.A.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,44,323,2024-12-02T17:02:06Z,2025-01-06T12:07:30Z,74,Aguardando análise
250,2024-12-02T17:07:56Z,1645018245,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.466340/2014-30,1645018/24-5,02993016000178,HEMOCAT COMERCIO E IMPORTACAO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,44,324,2024-12-02T17:07:56Z,2025-01-06T12:07:30Z,74,Aguardando análise
251,2024-12-02T18:13:37Z,1645367240,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.764505/2021-80,1645367/24-0,65478018000149,CLOROVALE DIAMANTES INDUSTRIA E COMERCIO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,44,325,2024-12-02T18:13:37Z,2025-01-06T12:07:30Z,74,Aguardando análise
