ordem_analise,data_entrada,expediente_numero,codigo_assunto,descricao_assunto,processo_numero,data_atualizacao,processo_texto,expediente_texto,cnpj_numero,razao_social,assunto_numero,assunto_texto,situacao,dias_analise
229,2024-11-21T22:42:48Z,1596956241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351301244202432,2025-01-02T14:35:21Z,25351.301244/2024-33,1596956/24-1,24684423000136,SURGITEC COMERCIO E FABRICAÇÃO DE PRODUTOS MEDICOS E HOSPITALARES LTDA - ME,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,41
230,2024-11-22T13:00:07Z,1598568248,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351585110201816,2025-01-02T14:35:21Z,25351.585110/2018-17,1598568/24-8,26957486000144,SHOFU DENTAL BRASIL COMERCIO DE PRODUTOS ODONTOLOGICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,41
231,2024-11-22T14:05:10Z,1600566243,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351370112202452,2025-01-02T14:35:21Z,25351.370112/2024-51,1600566/24-3,07581009000182,MAIS MATERIAIS ODONTOLÓGICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,41
232,2024-11-22T14:34:20Z,1600813241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351560777201728,2025-01-02T14:35:21Z,25351.560777/2017-26,1600813/24-1,09123223000110,TRAUMEC TECNOLOGIA E IMPLANTES ORTOPEDICOS IMPORTACAO E EXPORTACAO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,41
233,2024-11-22T14:39:49Z,1600873243,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351271240202412,2025-01-02T14:35:21Z,25351.271240/2024-13,1600873/24-3,33425331000122,VIGODENT INDUSTRIA E COMERCIO LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,40
234,2024-11-22T17:47:48Z,1602035245,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351054953201604,2025-01-02T14:35:21Z,25351.054953/2016-03,1602035/24-5,00638390000120,OSTEOMED S.A,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,40
235,2024-11-22T17:53:16Z,1602077240,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351055003201624,2025-01-02T14:35:21Z,25351.055003/2016-24,1602077/24-0,00638390000120,OSTEOMED S.A,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,40
236,2024-11-22T17:58:51Z,1602140243,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351055033201680,2025-01-02T14:35:21Z,25351.055033/2016-80,1602140/24-3,00638390000120,OSTEOMED S.A,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,40
237,2024-11-22T18:03:13Z,1602075247,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351605561201704,2025-01-02T14:35:21Z,25351.605561/2017-05,1602075/24-7,21310535000139,Total Life comercio de produtos Medico-Hospitalar LTDA-EPP,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,40
238,2024-11-22T18:04:26Z,1602158240,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351184805201024,2025-01-02T14:35:21Z,25351.184805/2010-25,1602158/24-0,01513946000114,BOSTON SCIENTIFIC DO BRASIL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,40
239,2024-11-22T18:05:11Z,1602163243,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351786053201432,2025-01-02T14:35:21Z,25351.786053/2014-33,1602163/24-3,00638390000120,OSTEOMED S.A,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,40
240,2024-11-22T18:09:50Z,1602228248,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351605540201780,2025-01-02T14:35:21Z,25351.605540/2017-81,1602228/24-8,21310535000139,Total Life comercio de produtos Medico-Hospitalar LTDA-EPP,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,40
241,2024-11-22T18:11:29Z,1602234248,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351786055201492,2025-01-02T14:35:21Z,25351.786055/2014-91,1602234/24-8,00638390000120,OSTEOMED S.A,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,40
242,2024-11-22T18:11:57Z,1602150249,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351196051201772,2025-01-02T14:35:21Z,25351.196051/2017-73,1602150/24-9,31116239000155,DENTSPLY IND.COM. LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,40
243,2024-11-22T18:16:20Z,1602250243,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351786068201492,2025-01-02T14:35:21Z,25351.786068/2014-91,1602250/24-3,00638390000120,OSTEOMED S.A,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,40
244,2024-11-22T18:25:47Z,1602335249,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351385601202416,2025-01-02T14:35:21Z,25351.385601/2024-16,1602335/24-9,60040599000119,GM DOS REIS INDUSTRIA E COMERCIO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,40
245,2024-11-22T18:43:42Z,1602483248,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351605568201720,2025-01-02T14:35:21Z,25351.605568/2017-19,1602483/24-8,21310535000139,Total Life comercio de produtos Medico-Hospitalar LTDA-EPP,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,40
246,2024-11-22T19:39:49Z,1602959242,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351801432202112,2025-01-02T14:35:21Z,25351.801432/2021-14,1602959/24-2,15524734000147,TECHIMPORT TECNOLOGIA EM IMPLANTES ORTOPEDICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,40
247,2024-11-22T19:45:17Z,1602978247,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351437834202400,2025-01-02T14:35:21Z,25351.437834/2024-01,1602978/24-7,15524734000147,TECHIMPORT TECNOLOGIA EM IMPLANTES ORTOPEDICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,40
248,2024-11-25T10:27:38Z,1605426245,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351661294202044,2025-01-02T14:35:21Z,25351.661294/2020-43,1605426/24-5,26443446000184,HEALTH CARE SOLUTIONS INDUSTRIA E COMERCIO DE PRODUTOS ORTOPEDICOS LTDA - ME,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,38
249,2024-11-25T10:48:38Z,1605444243,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351492006202264,2025-01-02T14:35:21Z,25351.492006/2022-66,1605444/24-3,26443446000184,HEALTH CARE SOLUTIONS INDUSTRIA E COMERCIO DE PRODUTOS ORTOPEDICOS LTDA - ME,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,38
250,2024-11-25T11:50:08Z,1605584240,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351064734202444,2025-01-02T14:35:21Z,25351.064734/2024-43,1605584/24-0,26185222000110,PASSROD IMPORTAÇÃO E EXPORTAÇÃO DE PRODUTOS PARA SAÚDE LTDA - ME,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,38
251,2024-11-25T13:13:34Z,1607471248,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351169252202488,2025-01-02T14:35:21Z,25351.169252/2024-89,1607471/24-8,27242576000111,CEDRS - GESTAO EMPRESARIAL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,38
252,2024-11-25T13:19:20Z,1607496241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351342338202380,2025-01-02T14:35:21Z,25351.342338/2023-81,1607496/24-1,02794555000340,COLOPLAST DO BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,38
253,2024-11-25T13:28:17Z,1607431246,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351363335202380,2025-01-02T14:35:21Z,25351.363335/2023-81,1607431/24-6,02794555000340,COLOPLAST DO BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,38
254,2024-11-25T13:36:17Z,1607593246,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351169371202432,2025-01-02T14:35:21Z,25351.169371/2024-31,1607593/24-6,27242576000111,CEDRS - GESTAO EMPRESARIAL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,38
255,2024-11-25T13:40:21Z,1607610248,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351110541201824,2025-01-02T14:35:21Z,25351.110541/2018-23,1607610/24-8,31116239000155,DENTSPLY IND.COM. LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,38
256,2024-11-25T19:23:16Z,1610110242,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351577369202272,2025-01-02T14:35:21Z,25351.577369/2022-71,1610110/24-2,09117476000181,MANDALA BRASIL IMPORTACAO E DISTRIBUICAO DE PRODUTO MEDICO HOSPITALAR LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,37
257,2024-11-25T19:37:24Z,1610265246,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351077428202476,2025-01-02T14:35:21Z,25351.077428/2024-77,1610265/24-6,40335413000141,"PROMEX MAIS COMERCIO, IMPORTACAO E EXPORTACAO LTDA",80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,37
258,2024-11-25T19:42:53Z,1610299248,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351147678202480,2025-01-02T14:35:21Z,25351.147678/2024-81,1610299/24-8,40335413000141,"PROMEX MAIS COMERCIO, IMPORTACAO E EXPORTACAO LTDA",80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,37
259,2024-11-25T19:48:52Z,1610341244,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351184621202464,2025-01-02T14:35:21Z,25351.184621/2024-63,1610341/24-4,40335413000141,"PROMEX MAIS COMERCIO, IMPORTACAO E EXPORTACAO LTDA",80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,37
260,2024-11-25T19:49:25Z,1610418247,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351378018201316,2025-01-02T14:35:21Z,25351.378018/2013-17,1610418/24-7,05823205000190,MAQUIRA INDÚSTRIA DE PRODUTOS ODONTOLÓGICOS S.A.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,37
261,2024-11-25T19:57:26Z,1610472241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351594908201848,2025-01-02T14:35:21Z,25351.594908/2018-50,1610472/24-1,21310535000139,Total Life comercio de produtos Medico-Hospitalar LTDA-EPP,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,37
262,2024-11-25T20:03:03Z,1610544242,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351435276201608,2025-01-02T14:35:21Z,25351.435276/2016-06,1610544/24-2,02625651000100,"SANFARMA INDÚSTRIA, COMÉRCIO, IMPORTAÇÃO E EXPORTAÇÃO LTDA",80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,37
263,2024-11-25T20:15:48Z,1610647246,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351076685201924,2025-01-02T14:35:21Z,25351.076685/2019-24,1610647/24-6,18272616000187,ARTHREX DO BRASIL IMPORTACAO E COMERCIO DE EQUIPAMENTOS MEDICOS LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,37
264,2024-11-25T20:27:20Z,1610641248,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351479747201604,2025-01-02T14:35:21Z,25351.479747/2016-03,1610641/24-8,02625651000100,"SANFARMA INDÚSTRIA, COMÉRCIO, IMPORTAÇÃO E EXPORTAÇÃO LTDA",80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,37
265,2024-11-25T20:47:15Z,1610871243,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351454631201488,2025-01-02T14:35:21Z,25351.454631/2014-86,1610871/24-3,04718143000194,VR MEDICAL IMPORTADORA E DISTRIBUIDORA DE PRODUTOS MÉDICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,37
266,2024-11-25T21:00:00Z,1610956249,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351677774201032,2025-01-02T14:35:21Z,25351.677774/2010-30,1610956/24-9,02543673000113,3 - R INDUSTRIA E COMERCIO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,37
267,2024-11-26T11:40:23Z,1612476244,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351469518202148,2025-01-02T14:35:21Z,25351.469518/2021-48,1612476/24-4,01072992000125,DGTECH INDUSTRIA E COMERCIO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,37
268,2024-11-26T12:07:07Z,1612591248,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351063484201336,2025-01-02T14:35:21Z,25351.063484/2013-37,1612591/24-8,49351786000180,BAXTER HOSPITALAR LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,37
269,2024-11-26T12:15:26Z,1612610242,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351556770201416,2025-01-02T14:35:21Z,25351.556770/2014-16,1612610/24-2,49351786000180,BAXTER HOSPITALAR LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,37
270,2024-11-26T12:55:24Z,1612844243,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351348405201740,2025-01-02T14:35:21Z,25351.348405/2017-39,1612844/24-3,19933144000129,"QR CONSULTING, IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICOS LTDA",80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,37
271,2024-11-26T13:20:06Z,1614516243,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351209309201796,2025-01-02T14:35:21Z,25351.209309/2017-95,1614516/24-3,19933144000129,"QR CONSULTING, IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICOS LTDA",80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,37
